Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nepal,NPL,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1964,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1963,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,1961,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,2023,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3344.3
Nepal,NPL,2022,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3218.5
Nepal,NPL,2021,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3063.2
Nepal,NPL,2020,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3203.3
Nepal,NPL,2019,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3106
Nepal,NPL,2018,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3045.9
Nepal,NPL,2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2840.7
Nepal,NPL,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2730.5
Nepal,NPL,2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2647.9
Nepal,NPL,2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2721.8
Nepal,NPL,2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2678.9
Nepal,NPL,2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2635.2
Nepal,NPL,2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2626
Nepal,NPL,2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2407.8
Nepal,NPL,2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2272.8
Nepal,NPL,2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2417
Nepal,NPL,2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2323
Nepal,NPL,2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2188.1
Nepal,NPL,2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2282.4
Nepal,NPL,2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2273.7
Nepal,NPL,2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2287.4
Nepal,NPL,2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2165.6
Nepal,NPL,2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2149
Nepal,NPL,2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2148.6
Nepal,NPL,1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2113.5
Nepal,NPL,1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1979.2
Nepal,NPL,1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1959.9
Nepal,NPL,1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1939.4
Nepal,NPL,1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1923.7
Nepal,NPL,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1913.9
Nepal,NPL,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1714.3
Nepal,NPL,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1919.3
Nepal,NPL,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1721
Nepal,NPL,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1920.1
Nepal,NPL,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1886.9
Nepal,NPL,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1780.4
Nepal,NPL,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1684.1
Nepal,NPL,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1524.7
Nepal,NPL,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1659.1
Nepal,NPL,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1666.2
Nepal,NPL,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1745.3
Nepal,NPL,1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1381.5
Nepal,NPL,1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1700.9
Nepal,NPL,1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1687.1
Nepal,NPL,1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1456.9
Nepal,NPL,1978,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1634
Nepal,NPL,1977,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1604.3
Nepal,NPL,1976,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1709.5
Nepal,NPL,1975,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1789.6
Nepal,NPL,1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1767.6
Nepal,NPL,1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1772.8
Nepal,NPL,1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1630.1
Nepal,NPL,1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1716.9
Nepal,NPL,1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1782.5
Nepal,NPL,1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1750.9
Nepal,NPL,1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1724
Nepal,NPL,1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1738.2
Nepal,NPL,1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1742
Nepal,NPL,1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1867.3
Nepal,NPL,1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1883.2
Nepal,NPL,1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1843.9
Nepal,NPL,1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1842.3
Nepal,NPL,1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1846.6
Nepal,NPL,2024,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.132590416512966
Nepal,NPL,2023,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.182279066044198
Nepal,NPL,2022,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.160405404733603
Nepal,NPL,2021,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.531690906776232
Nepal,NPL,2020,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.378739091402959
Nepal,NPL,2019,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.542801979747667
Nepal,NPL,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.206157201926214
Nepal,NPL,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.677439884182991
Nepal,NPL,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.432212944008614
Nepal,NPL,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.213029527712984
Nepal,NPL,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.133746236524448
Nepal,NPL,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.334712330597339
Nepal,NPL,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.42369151125933
Nepal,NPL,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.435814930594323
Nepal,NPL,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.548294665887946
Nepal,NPL,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.297715388957693
Nepal,NPL,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.00793215735192788
Nepal,NPL,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0556064154566332
Nepal,NPL,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.073509433259411
Nepal,NPL,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.030156295078659
Nepal,NPL,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00573755737053384
Nepal,NPL,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.233443620739643
Nepal,NPL,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.0983748686510898
Nepal,NPL,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.347091875363344
Nepal,NPL,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00882425294523833
Nepal,NPL,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0864397656827156
Nepal,NPL,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.247611787038703
Nepal,NPL,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.468752021000606
Nepal,NPL,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.423749430010865
Nepal,NPL,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0566113359342816
Nepal,NPL,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.163746419296821
Nepal,NPL,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0119141304820262
Nepal,NPL,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0195009492107248
Nepal,NPL,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0470030390210917
Nepal,NPL,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0410413662610514
Nepal,NPL,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0248099750998154
Nepal,NPL,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0368044816736236
Nepal,NPL,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.0245180687203791
Nepal,NPL,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00125238802123114
Nepal,NPL,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.0101072985689186
Nepal,NPL,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0154168992941159
Nepal,NPL,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0162052666387339
Nepal,NPL,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.025558507984654
Nepal,NPL,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0
Nepal,NPL,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00275332484048134
Nepal,NPL,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0205262344053027
Nepal,NPL,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00102869892552116
Nepal,NPL,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.00292940600137309
Nepal,NPL,2023,Access to electricity (% of population),EG.ELC.ACCS.ZS,94
Nepal,NPL,2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.3
Nepal,NPL,2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.9
Nepal,NPL,2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.9
Nepal,NPL,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.9
Nepal,NPL,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.9
Nepal,NPL,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.6
Nepal,NPL,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.7
Nepal,NPL,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,82
Nepal,NPL,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.9
Nepal,NPL,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.4
Nepal,NPL,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.2
Nepal,NPL,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.3
Nepal,NPL,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,68.6
Nepal,NPL,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,59.3
Nepal,NPL,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,56
Nepal,NPL,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,52.6
Nepal,NPL,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.2
Nepal,NPL,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.1
Nepal,NPL,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.2
Nepal,NPL,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.6
Nepal,NPL,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,36.4
Nepal,NPL,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,24.6
Nepal,NPL,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.9
Nepal,NPL,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,25.3273544311523
Nepal,NPL,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.7325325012207
Nepal,NPL,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.1328678131104
Nepal,NPL,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.9
Nepal,NPL,2021,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.000413607693103092
Nepal,NPL,2020,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.00096961861667744
Nepal,NPL,2019,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.00146747105820969
Nepal,NPL,2018,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.00248550124275062
Nepal,NPL,2017,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.00460021905805038
Nepal,NPL,2016,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.00431551186765764
Nepal,NPL,2015,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.0191138140747176
Nepal,NPL,2014,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.143799472295515
Nepal,NPL,2013,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.405174864941712
Nepal,NPL,2012,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.287443693693694
Nepal,NPL,2011,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.0710194730813287
Nepal,NPL,2010,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.255922693266833
Nepal,NPL,2009,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.354414125200642
Nepal,NPL,2008,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.324324324324324
Nepal,NPL,2007,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.402578796561605
Nepal,NPL,2006,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.535298398835517
Nepal,NPL,2005,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.587840505329649
Nepal,NPL,2004,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.487593052109181
Nepal,NPL,2003,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.315696649029982
Nepal,NPL,2002,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.504237288135593
Nepal,NPL,2001,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.18264595607927
Nepal,NPL,2000,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.82941531042797
Nepal,NPL,1999,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1998,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1997,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1996,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1995,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1994,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1993,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1992,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1991,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,1990,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Nepal,NPL,2022,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.0272191562997
Nepal,NPL,2021,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.1004032675008
Nepal,NPL,2020,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,98.6425339366516
Nepal,NPL,2019,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,98.630360345671
Nepal,NPL,2018,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,98.3222866611433
Nepal,NPL,2017,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,98.3351588170865
Nepal,NPL,2016,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.5444737473028
Nepal,NPL,2015,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.4787141615986
Nepal,NPL,2014,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.5514511873351
Nepal,NPL,2013,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.289166903611
Nepal,NPL,2012,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.1272522522522
Nepal,NPL,2011,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.6277205040092
Nepal,NPL,2010,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.7194513715711
Nepal,NPL,2009,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.4221508828251
Nepal,NPL,2008,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.5732574679943
Nepal,NPL,2007,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.6060171919771
Nepal,NPL,2006,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.4177583697234
Nepal,NPL,2005,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.249901302803
Nepal,NPL,2004,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.3382961124897
Nepal,NPL,2003,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.7795414462081
Nepal,NPL,2002,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.7645951035782
Nepal,NPL,2001,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.0358864488484
Nepal,NPL,2000,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,98.372513562387
Nepal,NPL,1999,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,95.4668470906631
Nepal,NPL,1998,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,90.48
Nepal,NPL,1997,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,90.846877673225
Nepal,NPL,1996,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,96.7239967239967
Nepal,NPL,1995,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,96.9063545150502
Nepal,NPL,1994,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,91.980198019802
Nepal,NPL,1993,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,93.3547695605573
Nepal,NPL,1992,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,94.6952595936795
Nepal,NPL,1991,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,96.5665236051502
Nepal,NPL,1990,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.8861047835991
Nepal,NPL,2021,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2020,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2019,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2018,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2017,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2016,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2015,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2014,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2013,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2012,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2011,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2010,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2009,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2008,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2007,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2006,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2005,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2004,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2003,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2002,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2001,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2000,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1999,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1998,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1997,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1996,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1995,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1994,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1993,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1992,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1991,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,1990,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Nepal,NPL,2021,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2020,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2019,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2018,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2017,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2016,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2015,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2014,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2013,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2012,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2011,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2010,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2009,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Nepal,NPL,2008,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
